type,title,country,date_added,release_year,rating,duration,listed_in,description,service
Movie,Y'all Not Laughing Yet?,,,2021,R,59,Comedy,"Five comics are trying to use Mr. and Mrs. Wright club to do a stand up comedy show. One of the comics and the Wright's don't get along, So the comic tries to get in good with their son ""Timmy"" Watch how this all plays out!",amazon
Movie,Villa Bella,,,2021,R,105,Comedy,"3 unemployed young women's life will forever change when they end up working in the elderly care facility ""Villa Bella"".",amazon
Movie,Vanilla,,,2020,NC-17,89,Comedy,A freewheeling comedienne determined to save her family business persuades an uptight app developer to go on a long first date - a road trip to New Orleans to sell a van with a complicated history.,amazon
Movie,Tommy Davidson: Illin' In Philly,,,1991,NC-17,30,"Arts/Entertainment/Culture,Comedy,Documentary","In Living Color alum Tommy Davidson is at his funniest in this classic stand-up special. Davidson's wonderfully animated and amusing stand-up routine tackles, among other things, beer commercials and horror films.",amazon
Movie,The Things We Carry,,,2009,R,77,"Arthouse,Drama","When her addict mother dies, Emmie returns home, traveling through the underbelly of suburbia looking for a package her mother left behind, reconnecting with her estranged sister, Eve, along the way. This independent film screened at eighteen festivals across the US, winning a number of awards.",amazon
Movie,The Report,United States,,2019,R,120,Military and War,"In a thriller based on actual events, an idealistic Senate staffer leads an investigation into the CIA’s post-9/11 Detention and Interrogation Program, uncovering the lengths to which the agency went to hide a brutal secret from the American public.",amazon
Movie,The Priest (Tamil),India,,2021,PG-13,145,Thriller,"Father Carmen, a priest, joins hands with the police to investigate a series of mysterious suicides. However, he soon stumbles upon a disturbing fact that has serious consequences.",amazon
Movie,The Pagan King,,,2018,NC-17,115,"Action,Drama","On his deathbed, the reigning king bestows power to an unexpected heir who must find the strength within himself to unite his people against the violent crusades that threaten their freedom.",amazon
TV Show,The Collection,,,2017,R,1,"Drama,History","A gripping family drama and entrepreneurial fable, set in a post-war Paris fashion house. It exposes the grit behind the glamour of a rising business, spearheaded by two clashing brothers. The atelier staff survived one war, but others loom; rivalries and romances pitting family against family, protégés against mentors, the past against the future.",amazon
Movie,The City of Lost Children,,,1995,R,112,"Science Fiction,Thriller","A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",amazon
Movie,Steel Arena,,,1973,R,100,Action,"Dusty Russell shows off his talent as the greatest daredevil on the circuit. Later, he awaits the biggest challenge of his career.",amazon
Movie,Slayer,,,2006,PG-13,87,Horror,"Somewhere deep in the South American rain forest, an elite commando team led by lifelong friends Hawk and Grieves are attacked by a brutal superhuman force",amazon
Movie,Phone Call,,,2021,PG-13,6,Comedy,Two unknown people who love movies discuss a high stakes money project over the phone until they figure out that something is grossly wrong.,amazon
Movie,Outlander,,,2009,R,115,"Action,Science Fiction",A man from another world crash lands on Earth during the age of the Vikings.,amazon
TV Show,Momo DIY,,"September 15, 2021",2014,G,5,"Animation,International,Kids","Learn to make fun toys, crafts and decorative items in kid-friendly DIY projects.",amazon
Movie,Mindwarp,,,2001,PG-13,96,Drama,"When a home birth goes horribly wrong, the administering midwife finds herself facing charges of manslaughter. Told through the eyes of her 14-year-old daughter who finds herself having to choose between the law and her devotion to her mother.",amazon
Movie,Incall,,,2018,NC-17,140,"Drama,Horror","After the accidental death of a massage client, a young masseur and a seductive cat burglar become serial killers for profit. They race against time to raise funds to leave the country before they are caught by the police, the landlord, or an obnoxious lovesick woman.",amazon
Movie,I'm Not There,,,2007,R,136,"Arts/Entertainment/Culture,Drama","The life of Bob Dylan is examined through multiple variations of his own personality and career, as played by a series of different actors.",amazon
Movie,I Walk the Line,,,1970,PG-13,97,"Romance,Western","Gregory Peck plays Southern sheriff Henry Tawes, who intends to bring moonshiner Carl McCain (Ralph Meeker) to justice. Instead, Tawes falls in love with McCain's nubile daughter, Alma (Tuesday Weld), and arranges for the feds to keep their hands off McCain's still. The sheriff thus risks completely destroying his work life and home life. Featuring music from Johnny Cash",amazon
Movie,H.P. Lovecraft's The Deep Ones,,,2021,NC-17,83,"Horror,Science Fiction","A married couple rents a beachside cottage only to be surrounded by peculiar neighbors and occurrences. They soon discover they are in the grips of a mysterious cult and their ancient sea god in this tale from Sci-Fi icon, H.P. Lovecraft.",amazon
TV Show,Gali - Hell is Empty,,,2021,R,1,Horror,"Dhruv and Deekha's love life and marriage life, Dhruv and his colleages finds a paranormal activity at Dhruvs house and tries to find a solution with the help of paranormal activist Swetha. Dhurv Friends tried to capture the paranormal activity with CC cameras and unexpectedly they found an old mobile phone mounted over the CC camera.",amazon
Movie,Film Fest,,,2021,R,97,"Arthouse,Comedy,Drama",Struggling indie filmmakers travel to an obscure mountain town's film festival in a last ditch effort to sell their movie.,amazon
Movie,Bhairava Raghava,,,2021,PG-13,46,"Drama,Thriller","Two friends, on a trip, start to exchange thoughts on their current favourite books which have inspired both of their lives. One being the story of a patriot Yagnanarayana Bhairava and the other of an athlete Aajneya Raghava",amazon
Movie,A Royal Night Out,,,2015,PG-13,97,"Comedy,Drama","On V.E. Day in 1945, as peace extends across Europe, Princesses Elizabeth and Margaret are allowed out to join the celebrations. It is a night full of excitement, danger and the first flutters of romance.",amazon
Movie,A Boy Called Sailboat,,,2018,R,86,"Comedy,Drama,Kids","A Hispanic family find hope in their extraordinary son named Sailboat when a personal gesture awakens a global desire. Armed with a ""little guitar"", Sailboat leads an offbeat cast into the miraculous story of the greatest secret never told.",amazon
Movie,When I'm 64,,,2004,R,88,"Drama,LGBTQ+,Romance","When widowed cabbie Ray and retired teacher Jim meet by chance, they discover they long for the same things from life: adventure, challenge and love. Together Ray and Jim discover that being 64 means a new beginning: it's time to try the things they never dared in their youth.",amazon
Movie,Tumbleweeds,,,1925,NR,88,Western,The government will grant a fringe of terrain for the settlers who want to live and work there. The starting sign will be a gunshot which will iniciate the run for the best fields and claims.,amazon
Movie,The Three Burials of Melquiades Estrada,,,2006,R,121,"Drama,Western","A man is shot and quickly buried in the high desert of west Texas. The body is found and reburied in Van Horn's town cemetery. Pete Perkins, a local ranch foreman, kidnaps a Border Patrolman and forces him to disinter the body. With his captive in tow and the body tied to a mule, Pete undertakes a dangerous and quixotic journey into Mexico.",amazon
Movie,The Road to Hollywood,,,1947,PG-13,53,"Arts/Entertainment/Culture,Comedy,Documentary","Bing Crosby fans will be intrigued by this selection of scenes from early Crosby shorts woven together to create a fictional biography of one Hollywood's biggest stars. Director Bud Pollard appears as the narrator, while the king of the crooners sings such songs as 'One More Chance', and 'Wrap Your troubles in Dreams'.",amazon
Movie,The Last Witch,,,2013,NC-17,43,"Drama,Horror","The Last Witch follows the lives of two feuding sisters who, having spent centuries apart, are reunited with vengeful and deadly consequences.",amazon
Movie,The Devil's Backbone,,,2001,R,108,"Drama,Horror","His father killed in the brutal fighting of the Spanish Civil War, ten-year-old Carlos is sent to live at the desolate Santa Lucia School, now a makeshift shelter for war orphans. Soon after his arrival, Carlos has a series of seemingly supernatural encounters: strange shadows, voices and, most frightening of all, the apparition of a brutalized young boy. Turns out that Carlos is not alone in s..",amazon
Movie,Talk To Her,,,2002,R,113,International,"After a chance encounter at a theater, two men, Benigno and Marco, meet at a private clinic where Benigno works. Lydia, Marco's girlfriend and a bullfighter by profession, has been gored and is in a coma. It so happens that Benigno is looking after another woman in a coma, Alicia, a young ballet student. The lives of the four characters will flow in all directions, past, present and future, dra..",amazon
Movie,Rammstein: in Amerika - Live from Madison Square Garden,,,2016,R,102,Music Videos and Concerts,Not Available,amazon
Movie,My Mom's New Boyfriend,,,2008,PG-13,97,"Action,Drama","After a three-year assignment in the field, FBI agent Henry Durand (Colin Hanks) returns home with his fiancée (Selma Blair) only to find his once-dowdy over weight mother Martha has transformed into the highly attractive, enlightened Marty (Meg Ryan) who dates every night of the week. When Marty meets the mysterious Tommy (Antonio Banderas), Henry is ordered to spy on his mother after learnin..",amazon
Movie,MACHO: THE HECTOR CAMACHO STORY,,,2020,R,96,"Documentary,Special Interest,Sports","Included with Prime until 10/15. A hard-hitting look at the rise, fall and untimely death of one of boxing’s most colorful champions. The film chronicles his epic battles inside the ring, his struggles with addiction outside of it and the mystery of the crime that claimed his life.",amazon
Movie,Lonely Hearts,,,2007,R,108,"Drama,Thriller","John Travolta, James Gandolfini, Salma Hayek, Jared Leto and Laura Dern star in this crime-thriller, based on a true story. Two homicide detectives track down Martha Beck and Raymond Martinez Fernandez, a murderous pair known as the ""Lonely Hearts Killers"" who lured their victims through personal ads in newspapers.",amazon
Movie,Just Another Dream,,,2021,G,92,"Drama,Thriller","When a teenage girl dreams of a terrible crime that ends up taking place, she discovers that her dreams are premonitions of things to come. But when yet another vision threatens the life of her family, no one believes her and it's a mad race against time to uncover clues and take on fate to save the ones she loves...and perhaps even change the past.",amazon
Movie,Janosik,,,2009,R,137,"Action,Drama,Romance","The story of Janosik, a legendary ""Central European Robin Hood"", based on real XVIII century documents and a romantic legend. Young Janosik, burnt out by war experiences and disappointment in love, joins a team of brigands. Soon after he becomes the troop's leader and is recognized as a brave and honorable commander, he never kills anyone he robs.",amazon
Movie,I Like It Like That,,,1994,R,107,"Comedy,Drama","Set in the Bronx, I LIKE IT LIKE THAT is about love, family and a young woman's coming of age. After her husband is arrested for looting during a blackout, Lisette, a young Latina, struggles for independence while dealing with her gender-confused brother, her critical mother-in-law and assorted neighborhood eccentrics.",amazon
Movie,Fragmented,,,2015,NC-17,88,"Action,Thriller","When an American husband goes missing in Mexico, his wife must uncover the truth about his past.",amazon
Movie,Corrado,,,2010,NC-17,80,"Action,Drama",The conscience of Los Angeles' go-to mafia hitman is transformed when he rescues a woman taking the fall for one of his hits. But saving her life means his ex-employers are suddenly his worst enemies.,amazon
Movie,Bad Hombres,,,2020,R,102,"Documentary,Special Interest,Sports","Included with Prime until 10/15. Bad Hombres follows the Tecolotes de los Dos Laredos, the world's only binational pro baseball team, and explores U.S.-Mexico border relations through the lens of baseball, revealing how the team's cross-border heritage provides a symbol of unity.",amazon
Movie,All About My Mother,,,1999,R,101,"Drama,International","Pedro Almodovar's Oscar(r)-winning comedy (Best Foreign Film, 1999) about a bereaved mother, an overwrought actress, her jealous lover and a pregnant nun.",amazon
Movie,Without Consent,,,1994,PG-13,92,"Drama,Thriller",Starring Jennie Garth and Johnny Galecki. A troubled and rebellious teen crashes her car whilst drunk. Her parents in desperation refer her to a mental institution notorious for mistreating its patients.,amazon
TV Show,Wild & Free: Florianópolis,,"September 17, 2021",2021,NC-17,2,"International,Unscripted","Bia, Ramon, Tay, Luan, Nath and Murilo are back in Floripa for their summer vacation. This time a new friend called Anna is with them to get up to all kinds of crazy stuff while exploring the magic island natural beauty and nightlife attractions.",amazon
Movie,Varanpona 24 Manikoor,,,2019,PG-13,131,"Drama,Romance,Thriller","Vidya is happily married to Rahul until tragedy strikes with her husband's death - and she is the one responsible. She becomes the prime suspect during the investigation headed by ACP Narasimha. With growing suspicion and an unending maze of mystery, a secret is revealed which turns everyone's lives upside down.",amazon
Movie,Vacuuming Completely Nude in Paradise,,,2001,NC-17,75,Drama,"Tommy is a vacuum cleaner salesman gripped by the fever of closing the deal. He lives on 'puffa puffa rice' stored in his glove compartment and listens to motivation tapes of his own voice shouting 'sell, sell, sell'. He's sure the Golden Vac (the holy grail of vacuum salesmanship) can be his - if only he hadn't been saddled with Pete, his meek sales trainee.",amazon
TV Show,Uprising,,,2021,R,1,Documentary,"The extraordinary story of three intertwined events from 1981: the New Cross Fire, which killed 13 young black people; the Black People’s Day of Action; and the Brixton riots.",amazon
Movie,Two Crowns,,,2017,G,86,Drama,"Two Crowns is the first film showing, up to now, unknown facts about the life of Franciscan Friar, Saint Maximilian Kolbe. This is a film about an unbelievable person who volunteered to die in place of a husband and father imprisoned in the German death camp of Auschwitz a visionary who crossed human borders and gave his life to rescue others.",amazon
Movie,Twentyfour Seven,,,2000,R,92,Drama,"Alan Darcy opens a boxing club for the aimless youngsters in his town, hoping to give them a new purpose. But when the day of the flagship boxing match arrives, the occasion descends into farce and then into humiliation and violence - and Darcy disappears from the town. Five years on, he resurfaces, found by one of the young men he tried to save...",amazon
TV Show,Tugged,,,2021,NC-17,1,"Drama,Romance","Bree takes her first breath as a free woman as she is released from serving her sentence for credit card fraud after the 2020 Pandemic in Los Angeles. She took charges for her Boyfriend Shaun, who was late to pick her up. Once a Bonnie & Clyde kind of love, now, they fight and fuss at each other after losing everything, both of them are holding on to grudges and pain.",amazon
Movie,Titli,,,2002,G,104,Drama,"Titli, a 17-year-old girl, is enamoured with Bollywood superstar Rohit Roy. She finally meets him on her way to the airport with her mother, but her dreams are quickly shattered.",amazon
Movie,Thunaivan,,,1969,G,155,Drama,"Velayutham, a fervent devotee of Lord Murugan, marries Marahatham, a non-believer, and attempts to induce religious beliefs in her to help their child.",amazon
Movie,Thin Ice,,,2000,R,73,Drama,"Graham is a doctor; he's not technically qualified but he has plenty of patients, and if the price is right he'll supply them with whatever they need. His operation is running smoothly until he's caught out by undercover police and threatened with a jail sentence. The police release Graham on bail but that's when things go from bad to worse.",amazon
Movie,They Fought for Their Land,,,1975,R,151,"Action,Drama","In July 1942 on the outskirts of Stalingrad, bloodless, exhausted Soviet troops were engaged in heavy defensive battles, suffering huge losses. The soldiers, with a love for their native land, sacrificed themselves to defend it.",amazon
Movie,The Tribe,,,1998,NC-17,102,Drama,"Jamie is an ambitious employee at a visionary property company which has purchased an unusual building on the edge of the city. It is occupied by a mysterious group of young people, so Jamie is sent in to evict them. They appear to be a cult, led by the seductive Emily. Jamie is attracted to Emily, and the younger, fearless, Lizzie and is overwhelmed by their magical and erotic lifestyle.",amazon
Movie,The Student Prince,,,1997,R,92,"Drama,Romance","Seconded to the Royal Protection Squad, police officer Barry Grimes is dispatched to look after a young British Prince starting his first year at Cambridge University. Barry soon finds his duties extending far beyond those of personal bodyguard. Against the famous backdrop of the dreaming spires, the two young men learn about life, love and themselves.",amazon
Movie,The Strange Love Of Martha Ivers,,,1946,NR,115,Drama,"A willful heiress is married to the local DA who is an alcoholic. An old friend, Sam, comes back to seek help with a case where a man is falsely accused of thedeath of Martha's aunt years before on the night Same left.",amazon
Movie,The Song of Lunch,,,2010,R,48,"Drama,Romance","Alan Rickman and Emma Thompson star in this powerful fusion of poetry and drama. Based on Christopher Reid's narrative poem, The Song of Lunch follows the story of a book editor who, 15 years after their break-up, is meeting his former love for a nostalgic lunch.",amazon
Movie,The Sleeper,,,2000,NC-17,104,"Drama,Horror,Thriller","The presence of a strange old lady at Violet Moon's séance awakens a spirit she hoped would sleep forever and her plots and plans to keep the past from catching up with her become more and more outrageous. Sinister sibling rivalry, bitter jealousy, clandestine passions, ghostly revenge and murderous intentions conspire to create a complex thriller with chilling psychological implications.",amazon
Movie,The Secret Agent,,,1992,R,122,Drama,"Joseph Conrad's classic tale of political intrigue in 1890s London. Triple agent Verloc works for the anarchists, the British Police and the Tsarist Embassy. When ordered to blow up the Greenwich Observatory, moral dilemma takes second place to personal tragedy.",amazon
Movie,The Precious Blood,,,1996,R,76,Drama,"Haunted by her husband's murder 12 years ago, Rosie Willis can neither forgive nor forget. Her teenage son John, who witnessed the killing, seems set on a life of delinquency fueled by revenge. With the Irish peace process on a knife-edge, Rosie seeks to find her own peace by identifying the killer, while John finds release at the boxing gym of Born Again Christian, Billy McVea.",amazon
Movie,The People,,,1972,PG-13,74,"Drama,Science Fiction,Thriller","A woman is assigned to teach school in a secluded valley where the people appear stern and secretive. Following two children who disappear to play in the woods, she finds that this is actually a community of extraterrestrials with paranormal powers who are attempting to repress and deny their heritage for fear of arousing prejudice and hatred in their human neighbors. Starring William Shatner",amazon
Movie,The Mangler: Reborn,,,2005,NC-17,83,"Horror,Thriller","A decade after the original massacre, another man obsessed over his machine ends with several murders and possession.",amazon
Movie,The Good Policeman,,,2018,R,87,Drama,"Isaac Seidel is a highly unconventional New York police-commissioner. He is well-abled in dealing with trouble at the headquarter, the maffia and situations in the streets. His loyalty to his profession and the city he so loves make him do the utmost to solve the problems, even if it means he has to bend the rules.",amazon
Movie,The End Will Be Spectacular - Ji Bo Azadiyê,,,2019,NC-17,142,"Action,Drama","Zilan is a young woman who returns to her hometown looking for the memory of her dead brother, to find herself involved in a violent fight against the state. Ji Bo Azadiye explores universal concepts such as hope, friendship, sacrifice and loss in the struggle for freedom of a group of young people. The war feature was shot in the Kurdistan of Syria, in the middle of a real armed conflict.",amazon
Movie,The Defender,,,2005,R,91,Action,"Lance and his team are bodyguards for NSA's head, who is sent by the president to a secret meeting in an empty hotel outside Bucharest. During the meeting, the hotel is attacked. By whom and why?",amazon
Movie,The Bloody Vampire,,,1962,PG-13,99,Horror,"Count Cagliostro, whose family has tried for generations to rid the world of vampires, instructs his daughter and her fiance to protect several valuable documents.",amazon
Movie,The BIG Rant,,,2021,PG-13,84,"Comedy,Drama","When Harry, an Indian voice-over actor struggling to get his big break in Hollywood, finds out the plot of a recent best-selling novel greatly resembles the book he was working on 3 years ago, he tries to get back into writing but unforeseen circumstances arise.",amazon
Movie,The Best Things in the World,,,2015,NC-17,106,"Comedy,Drama","After his father leaves their home, Mano faces the drama and the dilemmas of his family with the help of his friends. A choral story starring a group of Brazilian boys struggling with problems related to the most delicate phase of their life: adolescence.",amazon
Movie,Tender Loving Care,,,1993,NC-17,75,Drama,"A chilling and serious role for comedienne Dawn French. She plays Elaine Dobbs, a night-nurse in a geriatric ward. Helped by a doting assistant, she displays a cheerful and conscientious affection for her charges. Gradually it becomes apparent that too many patients are dying of natural causes. Then a young man is brutally murdered in the showers...",amazon
Movie,Take a Girl Like You,,,2000,NC-17,122,Drama,"When gorgeous Jenny Bunn meets the predatory womanizer Patrick Standish, a battle of lust versus wits begins. His tactics to maneuver her into the bedroom only harden her resolve to keep him at arm's length. Adapted from Kingsley Amis's classic novel by award-winning screenwriter Andrew Davies, this story recalls a provincial England as well as the jazz and strip clubs of late 1950s Soho.",amazon
Movie,Sweet Revenge,,,2001,R,104,Drama,"When Ellen's boyfriend starts an affair with a florist, she embarks on a mission of revenge. After destroying all the flowers in the girl's shop, Ellen ends up in court. Undiscouraged, she contacts the eccentric and mysterious Patrick. He and his team of avengers exact revenge through any means, fair or foul. The only condition of receiving his help is to join the team of avengers.",amazon
Movie,Surviving The Storm,,,2021,NC-17,113,"Drama,Romance",Family of women coping with generation Breast Cancer and broken relationships.,amazon
Movie,Survival Games,,,2016,R,91,"Action,Science Fiction,Thriller","Moscow, 2072. Twelve contestants, each with their own story and motives, play a televised game of Mafia. Those eliminated must enter a virtual reality to conquer their worst fear - or die trying.",amazon
Movie,"Superbug, Super Agent",,,1972,PG-13,89,"Comedy,Kids","Jimmy Bondi and his miracle beetle Dudu are on their way to Portugal by sea. In the Algarve, they are witness to a dispute in which ex-inmate Plato and the attractive Tamara have to do with Marchese de la Sotta and his henchmen.",amazon
Movie,Summer in the Suburbs,,,2000,NC-17,86,Drama,"In the aftermath of a chilling murder a suburban family becomes deeply embroiled in a web of lies and deceit. Ted Lyle, as the local detective constable investigating the case, is shocked to find the finger of suspicion pointing to his own sons. But it is the discovery of key information by Ted and his wife, implicating each of the boys in the murder, that prompts a crisis in the family.",amazon
Movie,Summer Day's Dream,,,1994,R,106,Drama,"An illustrious cast heads J B Priestley's vision of England in the aftermath of a nuclear war. Stephen Dawlish lives off the land, swapping vegetables and sharing locally brewed beer with his daughter-in-law and grandchildren. Suddenly three World Government officials appear with plans to build an industrial center.",amazon
Movie,Sueno,,,2005,PG-13,108,Drama,"A Mexican-American (Leguizamo) chases his dreams as he puts together a classic Mexican band to compete in a radio station sponsored contest, all while attempting to court a beautiful girl.",amazon
Movie,Subnormal,,,2021,PG-13,60,Documentary,"Examining one of the biggest scandals in the history of British education, Subnormal: A British Scandal reveals how Black children in the 1960s-70s were disproportionately sent to schools for the so-called “educationally subnormal.” This gripping documentary recounts how Black parents, teachers and activists banded together to expose the injustice and force the education system to change",amazon
Movie,Strumpet,,,2001,NC-17,72,Drama,"Strayman, a spontaneous poet, is landlord to a pack of stray dogs. Unable to resist another of life's strays, he hooks up with Strumpet, a shy, homeless girl with a gift for music. After Strayman's neighbor overhears them singing, the three set off for London in search of fame, fortune and Top of the Pops. This compulsive, experimental film is heartwarming, moving and visually startling.",amazon
Movie,"Stone, Scissors, Paper",,,1997,NC-17,83,Romance,"Seeking refuge from a violent husband, Jean secretly moves into the riverside cottage that belonged to her mother. Here, she meets a married stonemason with whom she gradually forms an intimate relationship. Both experience feelings of guilt for their inadmissible love for one another, and it isn't long before the couple's quiet affair of the heart is violently and tragically shattered.",amazon
Movie,Stolen,,,2011,NC-17,90,"Drama,Thriller","A fast-paced thriller about child trafficking in Britain. Anthony Carter is a detective inspector battling to make a difference to the plight of exploited children smuggled into the UK. When Anthony encounters Rosemary, a terrified 10 year old girl from West Africa, sold as a house slave, he vows to keep her safe from the traffickers, but in doing so, Anthony risks his own and his child's life.",amazon
Movie,Spider's Web,,,2002,R,88,"Drama,Romance,Thriller",A wily businessman plots with a sultry executive to swindle $40 million from his father. But who is conning who?,amazon
Movie,Soundproof,,,2006,NC-17,88,"Drama,Thriller","Deaf and hearing actors are brought together in a gripping urban thriller starring Joseph Mawle, Susan Lynch, Brendan Coyle and Neil Stuke. When Chris is thrown from the balcony of a high-rise block of flats, suspicion falls on his flatmate Dean, who is profoundly deaf.",amazon
Movie,Soul Pursuit,,,2021,PG-13,83,"Action,Drama,Special Interest","After tragic events, a man and his dog seek solitude in the Oregon Columbia Gorge by hiking to the nations second highest waterfall.",amazon
Movie,Solomon & Gaenor,,,2000,R,104,Drama,A tragic love story between a Jewish young man and a Welsh woman in the beginning of the century. The movie is mostly in English with parts in Welsh and Yiddish,amazon
Movie,Sin Bin,,,1994,NC-17,63,Drama,"Oscar nominee Pete Postlethwaite plays a psychiatric nurse at odds with a brutal system in this unflinching but darkly humorous view at humanity at its best and worst. In a prison for the criminally insane, Mitch witnesses an assault on a patient who dies 24 hours later. Compelled by his conscience to speak out, Mitch is forced to choose between self-preservation and justice.",amazon
Movie,Shivers Down Your Spine,,,2015,NC-17,134,Horror,A beautiful genie tells a man ten terrifying and comedic horror stories over the course of an evening...,amazon
Movie,Shaolin Kung Fu Master,,,1978,NR,88,Action,"The Ming Dynasty bullion is hidden deep in the forest, only the 5 royal guards know it's location, but suddenly the 5 guards are being killed off by a Manchu official who has allied with one of the 5 Royal guards.",amazon
Movie,Shadowless,,,2021,R,105,"Drama,Romance","When the world they live in was against them, two lovers must face all the obstacles or let death unite them",amazon
Movie,Sex and Chocolate,,,1997,R,87,"Drama,Romance","Bev, a warm and cuddly wife and mum who is happy with her life, but can't help wishing for a bit of excitement now and again. So when she bumps into an old flame who wants to whisk her away to Paris, she is torn between wanting to go and not wanting to hurt her husband. Will she or won't she? Her would-be lover is ridiculously persistent.",amazon
Movie,Sex 'n' Death,,,1999,NC-17,73,Drama,"Fast-paced, demanding - often shocking - Sex 'n' Death is the story of an entertainment show that could hit your screens in the future, fronted by Ben Black, a man who seemingly knows no bounds when it comes to humiliating others for the sake of the ratings. But Ben's having trouble sleeping at night, his marriage is in tatters and his TV rival is snapping at his heels...",amazon
Movie,Score,,,2001,R,112,Drama,"When an amateur football team wins the lottery jackpot, there is joy, jubilation - and strife. The team's manager, Brian, persuades the team to live their collective dream: to become professional footballers. The players' wives, however, are less than impressed and so begins a tragi-comic battle for the soul of the community.",amazon
Movie,Salt Water,,,2002,R,92,Drama,"Life in an out-of-season Irish seaside resort is tough enough. But for the Beneventi family, grieving the year-long loss of their mother, and struggling to make enough from their fish 'n' chip shop to escape bankruptcy, the future looks more of a challenge. But when Frank, the eldest son, robs the local bookies, escape suddenly seems possible.",amazon
Movie,Saigon Baby,,,1995,R,92,Drama,"Kate and Michael have a good life in a luxury apartment in Bangkok, but they can't have a baby. When their plans to adopt are twice thwarted by the authorities, Kate becomes desperate. Aided by an expatriate wheeler-dealer, she travels to the slums of Saigon, using false papers for a ""legal"" adoption. But there she begins to question the morality of her quest and the true price of a human life.",amazon
Movie,Rules of Love,,,2010,R,74,"Arts/Entertainment/Culture,Romance","He's a kid with no money and big dreams. She's a boarding school girl with the world at her feet. When their worlds collide at a swanky ad agency, fireworks are inevitable. This original musical includes eight originated R&B pop tracks and proves that one special person can set your world ablaze and teach you to fly.",amazon
Movie,Revenge Ride,,,2020,NC-17,73,"Drama,Horror,Thriller",A ruthless all-female motorcycle gang gets revenge after an attack on one of their own.,amazon
TV Show,RE:TV,,,2021,G,1,Documentary,RE:TV is a showcase for inspiring innovations and ideas that point the way towards a sustainable future.,amazon
TV Show,Rafa Nadal Academy,,,2021,G,1,"Documentary,Sports",See what life is like at the Rafa Nadal Academy by Movistar through some of the most promising tennis players in the world. Live an entire season with eight junior and professional players.,amazon
Movie,Priest,,,1995,NC-17,105,"Drama,LGBTQ+","Father Greg, a conservative Catholic priest, is torn between his calling and his secret life as a homosexual man with a gay lover, frowned upon by the Church. Upon hearing the confession of a young girl of her incestuous father, Greg enters an intensely emotional spiritual struggle deciding between choosing morals over religion and one life over another.",amazon
Movie,Porsche 911 Reloaded,,,2016,G,52,"Documentary,Special Interest","The design of this highly recognizable sports car remains almost the same. Manufacturers have maintained its shape for almost 60 years. But the inside is constantly being redone: the 911 is getting better and better! With Porsche's drive for excellent comes their need for more. They are always aiming for more - more comfort, more safety, more style, and more horsepower!",amazon
Movie,Phoo Action,,,2008,R,57,Science Fiction,"Based on the original comic strip from Jamie Hewlett this live action drama follows the exploits of Terry Phoo, a hapless Buddhist Kung-Fu law enforcement cop and Whitey Action, an enigmatic young anarchist heroine turned super-cop. Together they form an unlikely but effective crime-fighting team in the face of a super-vile, super-famous army of mutated criminals.",amazon
Movie,Perfect Day: The Millennium,,,2006,R,95,Drama,"It's December 29, 1999 and our group of friends set off to a remote Welsh cottage to celebrate the new Millennium together. It's a couple of years since they left university, a formative time for each member of the gang. But the pressures of being back in the group and the revelation of Pete's infidelity cause the break up of the group's golden couple, Pete and Amy.",amazon
Movie,Perfect Day: The Funeral,,,2006,R,94,Drama,"This sequel to Perfect Day - The Wedding sees the group a year on from Tom and Amy's turbulent union, reformed once again to mourn the tragic death of Pete, an old friend. Poised to settle down and start families, the shock of their friend's death leads the group to rethink their priorities, and ultimately question their own happiness. Will they have the courage to follow their heart...?",amazon
Movie,Past Sins,,,2016,R,90,"Action,Thriller","After making a dramatic mistake, a city detective is forced to resign. To leave this ordeal behind him, he retires to an isolated countryside town. He quickly realizes it is far from over.",amazon
Movie,Passer By,,,2004,NC-17,99,Drama,"Joe Keyes sees two men harassing a young woman on a late night train, but doesn't report it because he's in a hurry to get home. When Joe discovers that a sexual assault took place, he realizes that he could have prevented it. Eventually, he makes a statement and is forced to question his capacity as a man, a husband and a father, deciding to take the law into his own hands.",amazon
Movie,Narasimhapuram,,,2021,NC-17,111,"Action,Drama","Siri (Siri Hanumanth of Big Boss Season 5 fame) takes care of Nanda who is a mentally challenged man and tries to get him treated. Nanda and Siri share a dark past which resulted in Nanda losing his sanity. Their past life reveals some cruel acts of people that Nanda has to avenge, but his current situation makes them both helpless. What would Nanda and Siri do in such circumstances?",amazon
Movie,Murder at My Door,,,1996,PG-13,89,"Drama,Thriller","Starring Judith Light, R.H. Thomson and Johnny Galecki. In a quiet neighborhood, a suburban family is shocked when their son is the prime suspect in the brutal murder of a neighbor's daughter.",amazon
Movie,Mr.Nerd & The Woman in High handed Attitude,,,2021,PG-13,13,"Comedy,Drama","Miss Bossy takes over Mr. Nerd life, but Miss finds Mr. not unlikable so when Mr. starts to say to her goodbye...Fukuoka Independent Film Festival Excellence Award, Berlin's Weihnachtsfilmfestival and others. Produced in 2013.",amazon
